timestamp,symbol,price,market_cap,total_volume,price_change_pct_24h,market_cap_change_pct_24h
12:07:00.361,ton,2.84,6997378130,102228168,0.29021,0.22823
12:07:00.361,wbt,47.15,6795835507,33939048,-0.50453,-0.60281
12:07:00.361,shib,1.122e-05,6615865887,106317370,-1.82287,-2.00478
12:07:00.361,weth,2446.71,6614093312,180036814,-0.09196,0.14569
12:07:00.361,ltc,84.39,6413280107,265091620,-0.62249,-0.79301
12:07:00.361,weeth,2619.04,6361711548,10450356,-0.17558,-0.25017
12:07:00.361,hbar,0.145267,6155884668,151910781,-0.22091,-0.20778
12:07:00.361,xmr,307.6,5654880417,80154575,-2.83045,-2.83368
12:07:00.361,bgb,4.6,5382304345,114606730,3.46842,3.62042
12:07:00.361,dot,3.31,5038426173,144273556,-0.47061,-0.51673
12:07:00.361,pi,0.554999,4218011970,146897401,-2.86175,-2.07381
12:07:00.361,uni,6.88,4130563388,375002666,-0.90525,-1.0796
12:07:00.361,aave,260.87,3958787060,425029216,1.85588,1.78126
12:07:00.361,pepe,9.28e-06,3904140148,559612587,-1.14484,-1.29273
12:07:00.361,apt,5.04,3252451075,527953706,5.59945,5.73108
12:07:00.361,okb,49.72,2983310059,7311093,-0.77392,-0.7792
12:07:00.361,tao,318.6,2838542120,122962418,-1.19265,-1.40535
12:07:00.361,near,2.08,2555185881,181913222,-0.48547,-0.75094
12:07:00.361,jitosol,172.3,2552637445,26266830,-1.12078,-1.30373
12:07:00.361,icp,4.73,2527298064,49372232,-1.19979,-1.62511
12:07:00.361,cro,0.080732,2512041831,10899861,-1.26728,-1.3894
12:07:00.361,etc,16.06,2448847937,39811352,-1.52236,-1.5413
12:07:00.361,ondo,0.740401,2340856094,100959612,-1.09691,-1.12318
12:07:00.361,tkx,27.74,2219575612,20845715,-0.04379,0.1514
12:07:00.361,mnt,0.597773,2010980180,151234786,-1.90619,-1.95385
12:07:00.361,kas,0.074547,1966243249,69599081,-2.38387,-2.67933
12:07:00.361,gt,15.89,1926319224,6499090,-2.00309,-2.1042
12:07:00.361,ftn,4.41,1900064702,58888207,-0.26917,-0.03297
12:07:00.361,trump,8.97,1794532566,261618073,0.66086,0.64095
12:07:00.361,atom,3.91,1785946865,63422286,-1.26189,-1.38687
12:07:00.361,vet,0.02025655,1739721684,32475213,-3.0909,-3.46836
12:07:00.361,fet,0.664898,1732455671,143749433,1.88952,1.76332
12:07:00.361,sky,0.077187,1642073775,5891509,-1.42187,-1.7814
12:08:00.040,btc,106984,2127429828680,23618182694,-0.34745,-0.33074
12:08:00.040,eth,2445.94,295297841284,14526514977,-0.14682,-0.19853
12:08:00.040,xrp,2.09,123375155774,2800782878,-3.67434,-3.72892
12:08:00.040,bnb,645.51,94144969145,572728482,0.10086,-0.00801
12:08:00.040,sol,142.15,75971729611,4085173468,-1.16883,-1.14653
12:08:00.040,trx,0.271785,25759592133,506459202,0.0015,-0.13099
12:08:00.040,doge,0.160571,24057612892,872483261,-0.6416,-0.66796
12:08:00.040,steth,2444.98,22295002717,52004950,-0.12187,-0.58063
12:08:00.040,ada,0.554049,20004259422,461429175,-1.53783,-1.83701
12:08:00.040,wbtc,106844,13769802954,164743177,-0.40132,-0.47038
12:08:00.040,hype,36.8,12292581498,271296949,-1.64429,-1.63972
12:08:00.040,bch,495.24,9855069105,362111114,0.08926,0.16769
12:08:00.040,sui,2.66,9031923451,857346672,-0.0858,-0.34833
12:08:00.040,link,13.04,8840901511,267468286,-1.0366,-1.25287
12:08:00.040,leo,9.03,8339347306,2355363,0.45298,0.47992
12:08:00.040,avax,17.47,7374054340,234259667,0.39515,0.20212
12:08:00.040,xlm,0.234373,7316288383,108248147,-1.8308,-1.82148
12:08:00.040,ton,2.84,6997378130,102228168,0.29021,0.22823
12:08:00.040,wbt,47.15,6795835507,33939048,-0.50453,-0.60281
12:08:00.040,shib,1.122e-05,6615865887,106317370,-1.82287,-2.00478
12:08:00.040,weth,2446.71,6614093312,180036814,-0.09196,0.14569
12:08:00.040,ltc,84.39,6413280107,265091620,-0.62249,-0.79301
12:08:00.040,weeth,2619.04,6361711548,10450356,-0.17558,-0.25017
12:08:00.040,hbar,0.145267,6155884668,151910781,-0.22091,-0.20778
12:08:00.040,xmr,307.6,5654880417,80154575,-2.83045,-2.83368
12:08:00.040,bgb,4.6,5382304345,114606730,3.46842,3.62042
12:08:00.040,dot,3.31,5038426173,144273556,-0.47061,-0.51673
12:08:00.040,pi,0.554999,4218011970,146897401,-2.86175,-2.07381
12:08:00.040,uni,6.88,4130563388,375002666,-0.90525,-1.0796
12:08:00.040,aave,260.87,3958787060,425029216,1.85588,1.78126
12:08:00.040,pepe,9.28e-06,3904140148,559612587,-1.14484,-1.29273
12:08:00.040,apt,5.04,3252451075,527953706,5.59945,5.73108
12:08:00.040,okb,49.72,2983310059,7311093,-0.77392,-0.7792
12:08:00.040,tao,318.6,2838542120,122962418,-1.19265,-1.40535
12:08:00.040,near,2.08,2555185881,181913222,-0.48547,-0.75094
12:08:00.040,jitosol,172.3,2552637445,26266830,-1.12078,-1.30373
12:08:00.040,icp,4.73,2527298064,49372232,-1.19979,-1.62511
12:08:00.040,cro,0.080732,2512041831,10899861,-1.26728,-1.3894
12:08:00.040,etc,16.06,2448847937,39811352,-1.52236,-1.5413
12:08:00.040,ondo,0.740401,2340856094,100959612,-1.09691,-1.12318
12:08:00.040,tkx,27.74,2219575612,20845715,-0.04379,0.1514
12:08:00.040,mnt,0.597773,2010980180,151234786,-1.90619,-1.95385
12:08:00.040,kas,0.074547,1966243249,69599081,-2.38387,-2.67933
12:08:00.040,gt,15.89,1926319224,6499090,-2.00309,-2.1042
12:08:00.040,ftn,4.41,1900064702,58888207,-0.26917,-0.03297
12:08:00.040,trump,8.97,1794532566,261618073,0.66086,0.64095
12:08:00.040,atom,3.91,1785946865,63422286,-1.26189,-1.38687
12:08:00.040,vet,0.02025655,1739721684,32475213,-3.0909,-3.46836
12:08:00.040,fet,0.664898,1732455671,143749433,1.88952,1.76332
12:08:00.040,sky,0.077187,1642073775,5891509,-1.42187,-1.7814
12:09:00.377,btc,106976,2127429828680,23521764520,-0.35516,-0.33074
12:09:00.377,eth,2445.88,295297841284,14485400308,-0.14927,-0.19853
12:09:00.377,xrp,2.09,123375155774,2800996040,-3.66313,-3.72892
12:09:00.377,bnb,645.59,94144969145,572774897,0.11321,-0.00801
12:09:00.377,sol,142.14,75971729611,4081552507,-1.17217,-1.14653
12:09:00.377,trx,0.271789,25759592133,508242745,0.00323,-0.13099
12:09:00.377,doge,0.160594,24057612892,872368992,-0.6275,-0.66796
12:09:00.377,steth,2444.82,22295002717,51976447,-0.12809,-0.58063
12:09:00.377,ada,0.554044,20004259422,460785207,-1.53859,-1.83701
