title,source_name,url,published_at,sentiment_score
kasserver 0.4.2,Pypi.org,https://pypi.org/project/kasserver/0.4.2/,2025-08-05 06:48:38+00:00,0.0
kasserver 0.4.1,Pypi.org,https://pypi.org/project/kasserver/0.4.1/,2025-08-05 06:33:37+00:00,0.0
