title,source_name,url,published_at,sentiment_score
"NFL Training Camps with Aaron Schatz, Chief Analytics Officer of FTN Fantasy",Upenn.edu,https://knowledge.wharton.upenn.edu/podcast/moneyball-highlights/nfl-training-camps-with-aaron-schatz-chief-analytics-officer-of-ftn-fantasy/,2025-07-30 20:08:52+00:00,0.0
"Crypto token unlocks halve to $3B in August — SUI, FTN top the list",Cointelegraph,https://cointelegraph.com/news/crypto-token-unlocks-drop-august-2025,2025-07-30 09:30:29+00:00,-0.9756075143814087
