date,open,high,low,close,volume
2025-05-09,421.6691220214447,421.6691220214447,410.18906971819086,410.18906971819086,615931998.5076745
2025-05-10,410.18906971819086,430.3526133222962,410.18906971819086,430.3526133222962,417318849.88156605
2025-05-11,430.3526133222962,430.3526133222962,408.074132318763,408.074132318763,268485432.36804086
2025-05-12,408.074132318763,410.8509563543342,408.074132318763,410.8509563543342,256520977.9386938
2025-05-13,410.8509563543342,410.93249543995387,410.8509563543342,410.93249543995387,311600875.7763214
2025-05-14,410.93249543995387,410.93249543995387,402.3187095782302,402.3187095782302,198717364.98931965
2025-05-15,402.3187095782302,402.3187095782302,395.147052658031,395.147052658031,176161729.28625497
2025-05-16,395.147052658031,396.9269306265081,395.147052658031,396.9269306265081,214099729.35230392
2025-05-17,396.9269306265081,396.9269306265081,391.70343132842356,391.70343132842356,155813356.0766621
2025-05-18,391.70343132842356,404.98022424803315,391.70343132842356,404.98022424803315,151985958.85257363
2025-05-19,404.98022424803315,404.98022424803315,392.958785758377,392.958785758377,186257988.96274495
2025-05-20,392.958785758377,394.0727269675585,392.958785758377,394.0727269675585,199951282.35767823
2025-05-21,394.0727269675585,407.4737439062508,394.0727269675585,407.4737439062508,144493902.16798136
2025-05-22,407.4737439062508,444.7211455019655,407.4737439062508,444.7211455019655,246382160.05912265
2025-05-23,444.7211455019655,444.7211455019655,428.0114863566072,428.0114863566072,489938266.68065536
2025-05-24,428.0114863566072,428.0114863566072,421.59630728578264,421.59630728578264,458087937.4978857
2025-05-25,421.59630728578264,422.59155151934084,421.59630728578264,422.59155151934084,174918974.5737989
2025-05-26,422.59155151934084,422.59155151934084,415.2196964287054,415.2196964287054,176496165.63394627
2025-05-27,415.2196964287054,415.2196964287054,414.3462776676478,414.3462776676478,156270896.7974782
2025-05-28,414.3462776676478,418.7533342938264,414.3462776676478,418.7533342938264,180237168.60185388
2025-05-29,418.7533342938264,418.7533342938264,409.8318641971201,409.8318641971201,165684601.76588866
2025-05-30,409.8318641971201,409.8318641971201,400.1214035481963,400.1214035481963,195985159.37693495
2025-05-31,400.1214035481963,414.51115852392627,400.1214035481963,414.51115852392627,206257469.34446523
2025-06-01,414.51115852392627,414.51115852392627,404.42738159608535,404.42738159608535,230937853.71769047
2025-06-02,404.42738159608535,404.42738159608535,403.9915588129065,403.9915588129065,129916368.05765408
2025-06-03,403.9915588129065,403.9915588129065,401.8593331665045,401.8593331665045,121165623.5224712
2025-06-04,401.8593331665045,401.8593331665045,401.2186222948063,401.2186222948063,143263261.79573342
2025-06-05,401.2186222948063,401.2186222948063,385.6899538900041,385.6899538900041,135840606.35771278
2025-06-06,385.6899538900041,396.4335071464471,385.6899538900041,396.4335071464471,216487320.56558388
2025-06-07,396.4335071464471,409.50334571100376,396.4335071464471,409.50334571100376,198190332.8130127
2025-06-08,409.50334571100376,411.59672804416897,409.50334571100376,411.59672804416897,188324266.5389622
2025-06-09,411.59672804416897,425.7909464157096,411.59672804416897,425.7909464157096,154125028.8848677
2025-06-10,425.7909464157096,437.9358751195901,425.7909464157096,437.9358751195901,229401136.85472682
2025-06-11,437.9358751195901,437.9358751195901,428.93732515971624,428.93732515971624,363769290.7584721
2025-06-12,428.93732515971624,428.93732515971624,425.5485634820775,425.5485634820775,453223329.5710531
2025-06-13,425.5485634820775,448.2264122268355,425.5485634820775,448.2264122268355,229126983.54526308
2025-06-14,448.2264122268355,448.2264122268355,430.6248204287292,430.6248204287292,428711357.57789624
2025-06-15,430.6248204287292,461.45359424492693,430.6248204287292,461.45359424492693,207428386.66267624
2025-06-16,461.45359424492693,467.23820952952224,461.45359424492693,467.23820952952224,373129034.19288653
2025-06-17,467.23820952952224,467.23820952952224,464.5833430321324,464.5833430321324,404705648.7708453
2025-06-18,464.5833430321324,464.5833430321324,459.0339907863675,459.0339907863675,457685290.1286367
2025-06-19,459.0339907863675,499.1617157947558,459.0339907863675,499.1617157947558,300218988.2132152
2025-06-20,499.1617157947558,499.1617157947558,473.6195453534852,473.6195453534852,614958041.0681623
2025-06-21,473.6195453534852,473.6195453534852,463.5455502680976,463.5455502680976,415913070.11564887
2025-06-22,463.5455502680976,463.5455502680976,454.83723007397106,454.83723007397106,277505031.5271323
2025-06-23,454.83723007397106,463.4245385700187,454.83723007397106,463.4245385700187,610567796.2762692
2025-06-24,463.4245385700187,463.4245385700187,453.6837978606945,453.6837978606945,383857715.5204984
2025-06-25,453.6837978606945,481.4931259233945,453.6837978606945,481.4931259233945,294536593.64461917
2025-06-26,481.4931259233945,488.55286687688806,481.4931259233945,488.55286687688806,562976183.9148158
2025-06-27,488.55286687688806,505.0910439916201,488.55286687688806,505.0910439916201,396826127.1784961
2025-06-28,505.0910439916201,505.0910439916201,492.25049969835175,492.25049969835175,405003103.2918863
2025-06-29,492.25049969835175,503.9192362209158,492.25049969835175,503.9192362209158,217588822.3576502
2025-06-30,503.9192362209158,505.90478104464853,503.9192362209158,505.90478104464853,260677462.87006137
2025-07-01,505.90478104464853,505.90478104464853,500.1632994632225,500.1632994632225,370359104.59598583
2025-07-02,500.1632994632225,509.75681716830434,500.1632994632225,509.75681716830434,446768063.36200154
2025-07-03,509.75681716830434,509.75681716830434,496.8093311302911,496.8093311302911,299419836.6951905
2025-07-04,496.8093311302911,496.8093311302911,484.45257934680205,484.45257934680205,343631043.8164501
2025-07-05,484.45257934680205,489.4933249662759,484.45257934680205,489.4933249662759,313725030.3512083
2025-07-06,489.4933249662759,492.13822681327525,489.4933249662759,492.13822681327525,158804411.10265929
2025-07-07,492.13822681327525,495.98245878684406,492.13822681327525,495.98245878684406,180079268.06064025
2025-07-08,495.98245878684406,501.3712243829043,495.98245878684406,501.3712243829043,199346481.29626432
2025-07-09,501.3712243829043,515.3875413353918,501.3712243829043,515.3875413353918,225671151.56554648
2025-07-10,515.3875413353918,518.154485087514,515.3875413353918,518.154485087514,309347703.4844016
2025-07-11,518.154485087514,531.8485773728357,518.154485087514,531.8485773728357,427150419.1181188
2025-07-12,531.8485773728357,531.8485773728357,506.552409288209,506.552409288209,532583219.1502967
2025-07-13,506.552409288209,507.6173993721144,506.552409288209,507.6173993721144,370026813.1393789
2025-07-14,507.6173993721144,507.6173993721144,504.8833973338786,504.8833973338786,307754913.0026618
2025-07-15,504.8833973338786,504.8833973338786,497.34989080219316,497.34989080219316,371335960.63856924
2025-07-16,497.34989080219316,499.30457568677446,497.34989080219316,499.30457568677446,290072537.5790148
2025-07-17,499.30457568677446,501.3753940870302,499.30457568677446,501.3753940870302,314781930.09212
2025-07-18,501.3753940870302,514.3127715845742,501.3753940870302,514.3127715845742,348747194.28715724
2025-07-19,514.3127715845742,514.3127715845742,513.565616609649,513.565616609649,738018260.869788
2025-07-20,513.565616609649,548.0588472468426,513.565616609649,548.0588472468426,320956580.34400547
2025-07-21,548.0588472468426,548.0588472468426,523.4120220879868,523.4120220879868,664310095.5138782
2025-07-22,523.4120220879868,526.0055559737448,523.4120220879868,526.0055559737448,849856914.5771918
2025-07-23,526.0055559737448,526.0055559737448,512.1766066244938,512.1766066244938,486955532.79605174
2025-07-24,512.1766066244938,512.1766066244938,511.95650492933584,511.95650492933584,461424210.8384571
2025-07-25,511.95650492933584,556.9732921177886,511.95650492933584,556.9732921177886,693192709.2282487
2025-07-26,556.9732921177886,560.2234892664839,556.9732921177886,560.2234892664839,968120074.8759097
2025-07-27,560.2234892664839,590.1073775812321,560.2234892664839,590.1073775812321,276734456.2898536
2025-07-28,590.1073775812321,590.1073775812321,570.3837931527934,570.3837931527934,729284302.0985787
2025-07-29,570.3837931527934,570.3837931527934,563.4696502039908,563.4696502039908,631503125.1421231
2025-07-30,563.4696502039908,590.8993302120087,563.4696502039908,590.8993302120087,359065445.03495103
2025-07-31,590.8993302120087,590.8993302120087,562.0178234848709,562.0178234848709,384244198.5862395
