date,open,high,low,close,volume
2025-05-09,0.1947250920417533,0.20215419755588748,0.1947250920417533,0.20215419755588748,257954477.74198374
2025-05-10,0.20215419755588748,0.21909959043220872,0.20215419755588748,0.21909959043220872,341515996.359496
2025-05-11,0.21909959043220872,0.21909959043220872,0.20622461062595815,0.20622461062595815,331015771.8033258
2025-05-12,0.20622461062595815,0.21586950026846294,0.20622461062595815,0.21586950026846294,281451384.9108127
2025-05-13,0.21586950026846294,0.21676161621699458,0.21586950026846294,0.21676161621699458,595915957.0693891
2025-05-14,0.21676161621699458,0.21676161621699458,0.20603064568650695,0.20603064568650695,318871981.27066433
2025-05-15,0.20603064568650695,0.20603064568650695,0.19729766970915796,0.19729766970915796,272932798.49791855
2025-05-16,0.19729766970915796,0.19729766970915796,0.19546470103709093,0.19546470103709093,268727083.95217496
2025-05-17,0.19546470103709093,0.19546470103709093,0.19075545927546095,0.19075545927546095,173984174.98558903
2025-05-18,0.19075545927546095,0.19533724595988405,0.19075545927546095,0.19533724595988405,133442100.2335307
2025-05-19,0.19533724595988405,0.19533724595988405,0.19365747589206564,0.19365747589206564,176344433.70189655
2025-05-20,0.19365747589206564,0.19495613253376598,0.19365747589206564,0.19495613253376598,168357736.52767184
2025-05-21,0.19495613253376598,0.19859019358783647,0.19495613253376598,0.19859019358783647,148553270.25072804
2025-05-22,0.19859019358783647,0.20456868392464772,0.19859019358783647,0.20456868392464772,216705356.0138008
2025-05-23,0.20456868392464772,0.20456868392464772,0.19042364159115957,0.19042364159115957,219549832.57724857
2025-05-24,0.19042364159115957,0.19042364159115957,0.18836420219527106,0.18836420219527106,256189257.99911028
2025-05-25,0.18836420219527106,0.18836420219527106,0.18819816031007444,0.18819816031007444,113383168.60073717
2025-05-26,0.18819816031007444,0.18819816031007444,0.18554778591618828,0.18554778591618828,123773927.57953319
2025-05-27,0.18554778591618828,0.1874252638957411,0.18554778591618828,0.1874252638957411,124460608.98581311
2025-05-28,0.1874252638957411,0.1874252638957411,0.18578258237924594,0.18578258237924594,155385915.4072449
2025-05-29,0.18578258237924594,0.18578258237924594,0.17966253123329942,0.17966253123329942,104885310.16080417
2025-05-30,0.17966253123329942,0.17966253123329942,0.16729549345373662,0.16729549345373662,158896040.9795651
2025-05-31,0.16729549345373662,0.16757872276461488,0.16729549345373662,0.16757872276461488,206517571.22381148
2025-06-01,0.16757872276461488,0.16872497935364536,0.16757872276461488,0.16872497935364536,171727974.1434914
2025-06-02,0.16872497935364536,0.1716477491137222,0.16872497935364536,0.1716477491137222,102968700.09814085
2025-06-03,0.1716477491137222,0.17204792203460934,0.1716477491137222,0.17204792203460934,120470762.36823817
2025-06-04,0.17204792203460934,0.17204792203460934,0.16737535164431114,0.16737535164431114,107971250.9322744
2025-06-05,0.16737535164431114,0.16737535164431114,0.15987215506619556,0.15987215506619556,97333465.32779612
2025-06-06,0.15987215506619556,0.16481614282207707,0.15987215506619556,0.16481614282207707,144414698.91485065
2025-06-07,0.16481614282207707,0.16886931940840053,0.16481614282207707,0.16886931940840053,113022813.83173151
2025-06-08,0.16886931940840053,0.16919682040273862,0.16886931940840053,0.16919682040273862,81311107.89468576
2025-06-09,0.16919682040273862,0.177756449886129,0.16919682040273862,0.177756449886129,84258808.90680873
2025-06-10,0.177756449886129,0.18001684151566344,0.177756449886129,0.18001684151566344,121137586.7536144
2025-06-11,0.18001684151566344,0.18001684151566344,0.17299073790499328,0.17299073790499328,132258677.88073264
2025-06-12,0.17299073790499328,0.17299073790499328,0.16328474250994332,0.16328474250994332,141266780.00168264
2025-06-13,0.16328474250994332,0.16328474250994332,0.15883707977521416,0.15883707977521416,170367703.03514946
2025-06-14,0.15883707977521416,0.15883707977521416,0.1552947673985143,0.1552947673985143,230783843.61253154
2025-06-15,0.1552947673985143,0.1552947673985143,0.15457613303808956,0.15457613303808956,91470743.95842299
2025-06-16,0.15457613303808956,0.15457613303808956,0.15431557467018128,0.15431557467018128,102323309.2804541
2025-06-17,0.15431557467018128,0.15431557467018128,0.1491680614226202,0.1491680614226202,174140979.16049358
2025-06-18,0.1491680614226202,0.1491680614226202,0.14763864824023987,0.14763864824023987,170441844.18511742
2025-06-19,0.14763864824023987,0.14780205793867945,0.14763864824023987,0.14780205793867945,135294506.44005004
2025-06-20,0.14780205793867945,0.14780205793867945,0.14447371068092427,0.14447371068092427,78696270.39525916
2025-06-21,0.14447371068092427,0.14447371068092427,0.13697936833794366,0.13697936833794366,103823372.95234627
2025-06-22,0.13697936833794366,0.13697936833794366,0.13361567377051936,0.13361567377051936,113075546.70887971
2025-06-23,0.13361567377051936,0.15176326903906284,0.13361567377051936,0.15176326903906284,219961353.97630003
2025-06-24,0.15176326903906284,0.15367533064703484,0.15176326903906284,0.15367533064703484,216564850.4842275
2025-06-25,0.15367533064703484,0.15367533064703484,0.14975693948013125,0.14975693948013125,183638084.73024476
2025-06-26,0.14975693948013125,0.14975693948013125,0.14268676967961771,0.14268676967961771,148963910.2997943
2025-06-27,0.14268676967961771,0.1461325870954513,0.14268676967961771,0.1461325870954513,174792686.46016505
2025-06-28,0.1461325870954513,0.1478832009809815,0.1461325870954513,0.1478832009809815,132001350.71637002
2025-06-29,0.1478832009809815,0.15260964768379223,0.1478832009809815,0.15260964768379223,88525796.84431091
2025-06-30,0.15260964768379223,0.15260964768379223,0.15004924286816734,0.15004924286816734,99407373.84376687
2025-07-01,0.15004924286816734,0.15004924286816734,0.1446776796328122,0.1446776796328122,157196265.9192803
2025-07-02,0.1446776796328122,0.1555103147393098,0.1446776796328122,0.1555103147393098,137381848.83181134
2025-07-03,0.1555103147393098,0.15879543641142305,0.1555103147393098,0.15879543641142305,189197371.8555839
2025-07-04,0.15879543641142305,0.15879543641142305,0.15302022397101986,0.15302022397101986,214915756.77788725
2025-07-05,0.15302022397101986,0.15425500858026775,0.15302022397101986,0.15425500858026775,161644886.92074668
2025-07-06,0.15425500858026775,0.1594320770115438,0.15425500858026775,0.1594320770115438,116517858.80698708
2025-07-07,0.1594320770115438,0.1594320770115438,0.15836793851989592,0.15836793851989592,137357849.71999517
2025-07-08,0.15836793851989592,0.16083661172148445,0.15836793851989592,0.16083661172148445,171186020.20908037
2025-07-09,0.16083661172148445,0.17086780718322245,0.16083661172148445,0.17086780718322245,172857730.5333724
2025-07-10,0.17086780718322245,0.19001843343486693,0.17086780718322245,0.19001843343486693,283209008.7668471
